,address,species,block,street,trap,address_number_and_street,latitude,longitude,address_accuracy,wnv_present,num_mosquitos,year,month,day,station,stat_1_tmax,stat_1_tmin,stat_1_tavg,stat_1_precip_total,day_length_mprec,day_length_nearh,sunrise_hours,sunset_hours,mixed_tmax,mixed_tmin,mixed_precip_total,stat_2_tmax,stat_2_tmin,stat_2_tavg,stat_2_precip_total
2804,"East 138th Street, Riverdale, IL 60827, USA",CULEX RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.604498,5,0,1,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2805,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,9,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2806,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,6,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2807,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,1,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2808,"North Streeter Drive, Chicago, IL 60611, USA",CULEX TERRITANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,0,5,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2809,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,11,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2810,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,15,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2811,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,10,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2812,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,2,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2813,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,0,1,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2814,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,10,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2815,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,30,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2816,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,0,2,2007,10,4,1,82,51,67.0,0.0,697.0,12.0,5.866666666666667,17.483333333333334,82.5,53.5,0.0,83,56,70.0,0.0
2817,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,0,3,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2818,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,8,0,1,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2819,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,22,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2820,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,34,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2821,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,0,6,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2822,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,1,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2823,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,1,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2824,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,8,0,1,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2825,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,0,3,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2826,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,0,1,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2827,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,19,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2828,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,18,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2829,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,3,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2830,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,104,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2831,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,55,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2832,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,13, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.543067,5,0,4,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2833,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,23,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2834,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,9,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2835,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,18,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2836,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,7,2007,10,9,1,76,49,63.0,0.0,683.0,11.0,5.95,17.333333333333332,76.5,49.5,0.0,77,50,64.0,0.0
2837,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,8,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2838,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2839,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,5,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2840,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2841,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2842,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX RESTUANS,17, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2843,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2844,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,0,3,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2845,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2846,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2847,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2848,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2849,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2850,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,0,5,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2851,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2852,"3700 118th Street, Chicago, IL 60617, USA",CULEX RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,4,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2853,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2854,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,9,0,3,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2855,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2856,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2857,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2858,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2859,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,13,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2860,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8,0,8,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2861,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2862,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2863,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2864,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,21,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2865,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,0,7,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2866,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2867,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2868,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2869,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2870,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,3,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2871,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,9,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2872,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2873,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,9,0,6,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2874,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2875,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2876,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2877,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2878,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,3,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2879,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX PIPIENS/RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2880,"9100 West Higgins Road, Rosemont, IL 60018, USA",CULEX RESTUANS,91, W HIGGINS RD,T009,"9100  W HIGGINS RD, Chicago, IL",41.992478,-87.862995,8,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2881,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",CULEX RESTUANS,10, W OHARE AIRPORT,T900,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,0,34,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2882,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,3,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2883,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2884,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2885,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,2,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2886,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2887,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
2888,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,5,0,1,2009,5,28,1,62,54,58.0,0.0,895.0,15.0,4.35,19.266666666666666,63.0,54.5,0.0,64,55,60.0,0.0
